plant,rep,image_num,image_path,mask_path,nn_role
Is-1,rep_09,53,Is-1/rep_09/1000543_2022_08_15_23_05_01-7-54-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_15_23_05_01-7-54-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,54,Is-1/rep_09/1000543_2022_08_16_06_05_00-7-55-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_16_06_05_00-7-55-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,55,Is-1/rep_09/1000543_2022_08_16_12_05_04-7-56-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_16_12_05_04-7-56-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,56,Is-1/rep_09/1000543_2022_08_16_17_05_00-7-57-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_16_17_05_00-7-57-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,57,Is-1/rep_09/1000543_2022_08_16_23_05_01-7-58-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_16_23_05_01-7-58-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,58,Is-1/rep_09/1000543_2022_08_17_06_05_01-7-59-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_17_06_05_01-7-59-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,59,Is-1/rep_09/1000543_2022_08_17_12_05_01-7-60-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_17_12_05_01-7-60-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,60,Is-1/rep_09/1000543_2022_08_17_17_05_00-7-61-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_17_17_05_00-7-61-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,61,Is-1/rep_09/1000543_2022_08_17_23_05_01-7-62-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_17_23_05_01-7-62-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,62,Is-1/rep_09/1000543_2022_08_18_06_05_00-7-63-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_18_06_05_00-7-63-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,63,Is-1/rep_09/1000543_2022_08_18_12_05_01-7-64-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_18_12_05_01-7-64-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,64,Is-1/rep_09/1000543_2022_08_18_17_05_01-7-65-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_18_17_05_01-7-65-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,65,Is-1/rep_09/1000543_2022_08_18_23_05_02-7-66-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_18_23_05_02-7-66-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,66,Is-1/rep_09/1000543_2022_08_19_06_05_02-7-67-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_19_06_05_02-7-67-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,67,Is-1/rep_09/1000543_2022_08_19_12_05_01-7-68-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_19_12_05_01-7-68-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,68,Is-1/rep_09/1000543_2022_08_19_17_05_01-7-69-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_19_17_05_01-7-69-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,69,Is-1/rep_09/1000543_2022_08_19_23_05_02-7-70-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_19_23_05_02-7-70-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,70,Is-1/rep_09/1000543_2022_08_20_06_05_01-7-71-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_20_06_05_01-7-71-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,71,Is-1/rep_09/1000543_2022_08_20_12_05_01-7-72-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_20_12_05_01-7-72-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,72,Is-1/rep_09/1000543_2022_08_20_17_05_01-7-73-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_20_17_05_01-7-73-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,73,Is-1/rep_09/1000543_2022_08_20_23_05_01-7-74-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_20_23_05_01-7-74-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,74,Is-1/rep_09/1000543_2022_08_21_06_05_02-7-75-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_21_06_05_02-7-75-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,75,Is-1/rep_09/1000543_2022_08_21_12_05_01-7-76-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_21_12_05_01-7-76-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,76,Is-1/rep_09/1000543_2022_08_21_17_05_01-7-77-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_21_17_05_01-7-77-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,77,Is-1/rep_09/1000543_2022_08_21_23_05_01-7-78-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_21_23_05_01-7-78-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,78,Is-1/rep_09/1000543_2022_08_22_06_05_01-7-79-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_22_06_05_01-7-79-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,79,Is-1/rep_09/1000543_2022_08_22_12_05_02-7-80-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_22_12_05_02-7-80-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,80,Is-1/rep_09/1000543_2022_08_22_17_04_46-7-81-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_22_17_04_46-7-81-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,81,Is-1/rep_09/1000543_2022_08_22_23_05_01-7-82-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_22_23_05_01-7-82-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,82,Is-1/rep_09/1000543_2022_08_23_06_05_00-7-83-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_23_06_05_00-7-83-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,83,Is-1/rep_09/1000543_2022_08_23_12_05_01-7-84-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_23_12_05_01-7-84-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,84,Is-1/rep_09/1000543_2022_08_23_17_05_01-7-85-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_23_17_05_01-7-85-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,85,Is-1/rep_09/1000543_2022_08_23_23_05_02-7-86-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_23_23_05_02-7-86-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,86,Is-1/rep_09/1000543_2022_08_24_06_05_01-7-87-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_24_06_05_01-7-87-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,87,Is-1/rep_09/1000543_2022_08_24_12_05_03-7-88-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_24_12_05_03-7-88-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,88,Is-1/rep_09/1000543_2022_08_24_17_05_02-7-89-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_24_17_05_02-7-89-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,89,Is-1/rep_09/1000543_2022_08_24_23_05_01-7-90-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_24_23_05_01-7-90-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,90,Is-1/rep_09/1000543_2022_08_25_06_05_02-7-91-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_25_06_05_02-7-91-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,91,Is-1/rep_09/1000543_2022_08_25_12_06_22-7-92-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_25_12_06_22-7-92-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,92,Is-1/rep_09/1000543_2022_08_25_17_08_31-7-93-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_25_17_08_31-7-93-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,93,Is-1/rep_09/1000543_2022_08_25_23_08_32-7-94-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_25_23_08_32-7-94-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_09,94,Is-1/rep_09/1000543_2022_08_26_06_07_06-7-95-TA06-RGB1_pot_B3_Is-1-09.png,Is-1/rep_09/1000543_2022_08_26_06_07_06-7-95-TA06-RGB1_pot_B3_Is-1-09.png,train
Is-1,rep_10,0,Is-1/rep_10/1000550_2022_08_02_17_05_03-7-1-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_02_17_05_03-7-1-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,1,Is-1/rep_10/1000550_2022_08_02_23_05_02-7-2-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_02_23_05_02-7-2-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,2,Is-1/rep_10/1000550_2022_08_03_06_05_01-7-3-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_03_06_05_01-7-3-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,3,Is-1/rep_10/1000550_2022_08_03_12_05_04-7-4-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_03_12_05_04-7-4-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,4,Is-1/rep_10/1000550_2022_08_03_17_05_01-7-5-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_03_17_05_01-7-5-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,5,Is-1/rep_10/1000550_2022_08_03_23_05_02-7-6-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_03_23_05_02-7-6-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,6,Is-1/rep_10/1000550_2022_08_04_06_05_02-7-7-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_04_06_05_02-7-7-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,7,Is-1/rep_10/1000550_2022_08_04_12_05_02-7-8-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_04_12_05_02-7-8-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,8,Is-1/rep_10/1000550_2022_08_04_17_05_01-7-9-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_04_17_05_01-7-9-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,9,Is-1/rep_10/1000550_2022_08_04_23_05_02-7-10-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_04_23_05_02-7-10-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,10,Is-1/rep_10/1000550_2022_08_05_06_05_01-7-11-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_05_06_05_01-7-11-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,11,Is-1/rep_10/1000550_2022_08_05_12_05_01-7-12-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_05_12_05_01-7-12-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,12,Is-1/rep_10/1000550_2022_08_05_17_05_01-7-13-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_05_17_05_01-7-13-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,13,Is-1/rep_10/1000550_2022_08_05_23_05_01-7-14-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_05_23_05_01-7-14-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,14,Is-1/rep_10/1000550_2022_08_06_06_05_02-7-15-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_06_06_05_02-7-15-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,15,Is-1/rep_10/1000550_2022_08_06_12_05_01-7-16-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_06_12_05_01-7-16-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,16,Is-1/rep_10/1000550_2022_08_06_17_05_00-7-17-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_06_17_05_00-7-17-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,17,Is-1/rep_10/1000550_2022_08_06_23_05_00-7-18-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_06_23_05_00-7-18-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,18,Is-1/rep_10/1000550_2022_08_07_06_05_01-7-19-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_07_06_05_01-7-19-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,19,Is-1/rep_10/1000550_2022_08_07_12_05_01-7-20-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_07_12_05_01-7-20-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,20,Is-1/rep_10/1000550_2022_08_07_17_05_02-7-21-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_07_17_05_02-7-21-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,21,Is-1/rep_10/1000550_2022_08_07_23_05_01-7-22-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_07_23_05_01-7-22-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,22,Is-1/rep_10/1000550_2022_08_08_06_05_01-7-23-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_08_06_05_01-7-23-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,23,Is-1/rep_10/1000550_2022_08_08_12_05_01-7-24-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_08_12_05_01-7-24-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,24,Is-1/rep_10/1000550_2022_08_08_17_05_01-7-25-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_08_17_05_01-7-25-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,25,Is-1/rep_10/1000550_2022_08_08_23_05_01-7-26-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_08_23_05_01-7-26-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,26,Is-1/rep_10/1000550_2022_08_09_06_05_01-7-27-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_09_06_05_01-7-27-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,27,Is-1/rep_10/1000550_2022_08_09_12_05_02-7-28-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_09_12_05_02-7-28-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,28,Is-1/rep_10/1000550_2022_08_09_17_05_00-7-29-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_09_17_05_00-7-29-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,29,Is-1/rep_10/1000550_2022_08_09_23_05_00-7-30-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_09_23_05_00-7-30-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,30,Is-1/rep_10/1000550_2022_08_10_06_05_00-7-31-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_10_06_05_00-7-31-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,31,Is-1/rep_10/1000550_2022_08_10_12_05_05-7-32-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_10_12_05_05-7-32-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,32,Is-1/rep_10/1000550_2022_08_10_17_05_05-7-33-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_10_17_05_05-7-33-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,33,Is-1/rep_10/1000550_2022_08_10_23_05_04-7-34-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_10_23_05_04-7-34-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,34,Is-1/rep_10/1000550_2022_08_11_06_05_03-7-35-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_11_06_05_03-7-35-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,35,Is-1/rep_10/1000550_2022_08_11_12_05_03-7-36-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_11_12_05_03-7-36-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,36,Is-1/rep_10/1000550_2022_08_11_17_05_02-7-37-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_11_17_05_02-7-37-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,37,Is-1/rep_10/1000550_2022_08_11_23_05_02-7-38-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_11_23_05_02-7-38-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,38,Is-1/rep_10/1000550_2022_08_12_06_05_03-7-39-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_12_06_05_03-7-39-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,39,Is-1/rep_10/1000550_2022_08_12_12_05_02-7-40-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_12_12_05_02-7-40-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,40,Is-1/rep_10/1000550_2022_08_12_17_05_03-7-41-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_12_17_05_03-7-41-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,41,Is-1/rep_10/1000550_2022_08_12_23_05_02-7-42-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_12_23_05_02-7-42-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,42,Is-1/rep_10/1000550_2022_08_13_06_05_01-7-43-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_13_06_05_01-7-43-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,43,Is-1/rep_10/1000550_2022_08_13_12_05_01-7-44-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_13_12_05_01-7-44-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,44,Is-1/rep_10/1000550_2022_08_13_17_05_01-7-45-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_13_17_05_01-7-45-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,45,Is-1/rep_10/1000550_2022_08_13_23_05_00-7-46-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_13_23_05_00-7-46-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,46,Is-1/rep_10/1000550_2022_08_14_06_05_01-7-47-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_14_06_05_01-7-47-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,47,Is-1/rep_10/1000550_2022_08_14_12_05_00-7-48-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_14_12_05_00-7-48-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,48,Is-1/rep_10/1000550_2022_08_14_17_05_01-7-49-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_14_17_05_01-7-49-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,49,Is-1/rep_10/1000550_2022_08_14_23_05_01-7-50-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_14_23_05_01-7-50-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,50,Is-1/rep_10/1000550_2022_08_15_06_05_02-7-51-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_15_06_05_02-7-51-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,51,Is-1/rep_10/1000550_2022_08_15_12_05_14-7-52-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_15_12_05_14-7-52-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,52,Is-1/rep_10/1000550_2022_08_15_17_05_02-7-53-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_15_17_05_02-7-53-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,53,Is-1/rep_10/1000550_2022_08_15_23_05_01-7-54-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_15_23_05_01-7-54-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,54,Is-1/rep_10/1000550_2022_08_16_06_05_00-7-55-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_16_06_05_00-7-55-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,55,Is-1/rep_10/1000550_2022_08_16_12_05_04-7-56-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_16_12_05_04-7-56-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,56,Is-1/rep_10/1000550_2022_08_16_17_05_00-7-57-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_16_17_05_00-7-57-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,57,Is-1/rep_10/1000550_2022_08_16_23_05_01-7-58-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_16_23_05_01-7-58-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,58,Is-1/rep_10/1000550_2022_08_17_06_05_01-7-59-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_17_06_05_01-7-59-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,59,Is-1/rep_10/1000550_2022_08_17_12_05_01-7-60-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_17_12_05_01-7-60-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,60,Is-1/rep_10/1000550_2022_08_17_17_05_00-7-61-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_17_17_05_00-7-61-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,61,Is-1/rep_10/1000550_2022_08_17_23_05_01-7-62-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_17_23_05_01-7-62-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,62,Is-1/rep_10/1000550_2022_08_18_06_05_00-7-63-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_18_06_05_00-7-63-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,63,Is-1/rep_10/1000550_2022_08_18_12_05_01-7-64-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_18_12_05_01-7-64-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,64,Is-1/rep_10/1000550_2022_08_18_17_05_01-7-65-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_18_17_05_01-7-65-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,65,Is-1/rep_10/1000550_2022_08_18_23_05_02-7-66-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_18_23_05_02-7-66-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,66,Is-1/rep_10/1000550_2022_08_19_06_05_02-7-67-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_19_06_05_02-7-67-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,67,Is-1/rep_10/1000550_2022_08_19_12_05_01-7-68-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_19_12_05_01-7-68-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,68,Is-1/rep_10/1000550_2022_08_19_17_05_01-7-69-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_19_17_05_01-7-69-TA06-RGB1_pot_D2_Is-1-10.png,train
Is-1,rep_10,69,Is-1/rep_10/1000550_2022_08_19_23_05_02-7-70-TA06-RGB1_pot_D2_Is-1-10.png,Is-1/rep_10/1000550_2022_08_19_23_05_02-7-70-TA06-RGB1_pot_D2_Is-1-10.png,train
